['0', '7227581/4363736229', '390707/117938817', '21686749/4363736229', '28920353/4363736229', '72315953/8727472458', '43400651/4363736229', '101298793/8727472458', '57905245/4363736229', '65169256/4363736229', '72442487/4363736229', '17716891/969719162', '87020933/4363736229', '94328354/4363736229', '11294382/484859581', '217970633/8727472458', '12926356/484859581', '6686827/235877634', '262187747/8727472458', '92334137/2909157486', '97286413/2909157486', '153380500/4363736229', '321710519/8727472458', '168355369/4363736229', '117254911/2909157486', '366875687/8727472458', '191023459/4363736229', '198640967/4363736229', '206292191/4363736229', '427958099/8727472458', '443407177/8727472458', '229467953/4363736229', '237274426/4363736229', '245125465/4363736229', '506047369/8727472458']
['155785499/5817589799', '1093932129/40723128593', '1097519763/40723128593', '1101251163/40723128593', '1105115721/40723128593', '1109102830/40723128593', '1113202110/40723128593', '1117403460/40723128593', '1121697154/40723128593', '1126073806/40723128593', '1130524362/40723128593', '1135040082/40723128593', '1139612510/40723128593', '1144233393/40723128593', '164127821/5817589799', '164798379/5817589799', '1158307370/40723128593', '1163043312/40723128593', '166826950/5817589799', '167505137/5817589799', '1177277379/40723128593', '1182005200/40723128593', '1186711483/40723128593', '1191388104/40723128593', '24408709/831084257', '1200618747/40723128593', '1205155174/40723128593', '1209626676/40723128593', '1214023472/40723128593', '1218335284/40723128593', '1222551331/40723128593', '1226660261/40723128593', '1230650212/40723128593', '176358416/5817589799', '1238223950/40723128593']
['546582233/20363863490', '54823081/2036386349', '549954881/20363863490', '275874867/10181931745', '276805029/10181931745', '277765446/10181931745', '278753496/10181931745', '559533601/20363863490', '280802877/10181931745', '281859518/10181931745', '565868783/20363863490', '113610175/4072772698', '570260943/20363863490', '57249509/2036386349', '574749163/20363863490', '577019439/20363863490', '289650932/10181931745', '581592883/20363863490', '583888399/20363863490', '293092464/10181931745', '294239178/10181931745', '118153013/4072772698', '118608181/4072772698', '297651021/10181931745', '597544159/20363863490', '59976316/2036386349', '120390885/4072772698', '604113533/20363863490', '606235459/20363863490', '608315337/20363863490', '305173842/10181931745', '306163561/10181931745', '307123838/10181931745', '123220715/4072772698', '308944317/10181931745']
['313056151/11637723597', '2197730081/81464065179', '2204363629/81464065179', '2211274939/81464065179', '2218444261/81464065179', '105992935/3879241199', '2233477315/81464065179', '2241302017/81464065179', '2249306993/81464065179', '2257474129/81464065179', '2265785833/81464065179', '758075033/27154688393', '760925129/27154688393', '2291420561/81464065179', '766714975/27154688393', '2308932947/81464065179', '110369967/3879241199', '332377027/11637723597', '333646715/11637723597', '781472747/27154688393', '784432429/27154688393', '2362149019/81464065179', '2370957749/81464065179', '793235839/27154688393', '796127313/27154688393', '114141147/3879241199', '801812145/27154688393', '2413780753/81464065179', '2421978001/81464065179', '2430008303/81464065179', '2437850827/81464065179', '815161281/27154688393', '2452884755/81464065179', '2460030421/81464065179', '822299231/27154688393']
['1098228591/40736338199', '1101268461/40736338199', '1104453867/40736338199', '1107775471/40736338199', '1111224145/40736338199', '1114789851/40736338199', '1118463331/40736338199', '1122234815/40736338199', '1126095485/40736338199', '1130036057/40736338199', '1134048267/40736338199', '1138123349/40736338199', '1142253501/40736338199', '1146430381/40736338199', '1150646599/40736338199', '1154894069/40736338199', '1159165579/40736338199', '1163453423/40736338199', '1167750207/40736338199', '1172048385/40736338199', '1176340575/40736338199', '1180618889/40736338199', '1184875939/40736338199', '1189103433/40736338199', '1193293621/40736338199', '1197437767/40736338199', '1201527585/40736338199', '1205553687/40736338199', '1209507083/40736338199', '1213377629/40736338199', '1217155459/40736338199', '1220829599/40736338199', '1224389403/40736338199', '1227823271/40736338199', '1231120425/40736338199']
['2201259369/81480729437', '2207097683/81480729437', '2213220783/81480729437', '2219611499/81480729437', '2226251579/81480729437', '2233122275/81480729437', '2240204901/81480729437', '2247481075/81480729437', '2254932829/81480729437', '2262542665/81480729437', '2270293601/81480729437', '2278169091/81480729437', '2286153035/81480729437', '2294229657/81480729437', '2302383613/81480729437', '2310599667/81480729437', '2318862747/81480729437', '2327158351/81480729437', '2335471085/81480729437', '2343786717/81480729437', '2352089867/81480729437', '2360365659/81480729437', '2368598699/81480729437', '2376773305/81480729437', '2384873425/81480729437', '2392882497/81480729437', '2400783441/81480729437', '2408558483/81480729437', '2416189195/81480729437', '2423656355/81480729437', '2430939945/81480729437', '2438019203/81480729437', '2444872719/81480729437', '2451478699/81480729437', '2457815723/81480729437']
['183838463/6790731873', '552914611/20372195619', '61598162/2263577291', '555918014/20372195619', '557513717/20372195619', '559166212/20372195619', '560870785/20372195619', '562623130/20372195619', '564418672/20372195619', '566253304/20372195619', '568122667/20372195619', '570022871/20372195619', '571949767/20372195619', '573899638/20372195619', '191956169/6790731873', '577852799/20372195619', '579848584/20372195619', '581852464/20372195619', '583860439/20372195619', '65096574/2263577291', '587874646/20372195619', '589873385/20372195619', '591861380/20372195619', '593834936/20372195619', '66198878/2263577291', '597722365/20372195619', '199875976/6790731873', '601502398/20372195619', '603341056/20372195619', '67237707/2263577291', '606892243/20372195619', '202864934/6790731873', '203413886/6790731873', '611827714/20372195619', '613347649/20372195619']
['1105304188/40748151783', '1107989260/40748151783', '370270240/13582717261', '1113760814/40748151783', '1116831089/40748151783', '1120012805/40748151783', '1123297150/40748151783', '1126675388/40748151783', '376712971/13582717261', '1133679344/40748151783', '1137288454/40748151783', '1140958243/40748151783', '1144680893/40748151783', '1148448712/40748151783', '1152254189/40748151783', '385363309/13582717261', '1159948478/40748151783', '1163822773/40748151783', '389235086/13582717261', '1171588940/40748151783', '1175466259/40748151783', '1179329959/40748151783', '394390817/13582717261', '395662028/13582717261', '396921003/13582717261', '398165048/13582717261', '1198174165/40748151783', '1201791482/40748151783', '401779382/13582717261', '1208804917/40748151783', '404060736/13582717261', '405153376/13582717261', '1218628546/40748151783', '407225765/13582717261', '1224596452/40748151783']
['553788799/20375956164', '185024883/6791985388', '92737877/3395992694', '46486900/1697996347', '46609781/1697996347', '560846593/20375956164', '187475455/6791985388', '282026129/10187978082', '565720241/20375956164', '141856510/5093989041', '189721929/6791985388', '142733843/5093989041', '286365563/10187978082', '95758179/3395992694', '288192841/10187978082', '144559282/5093989041', '290049947/10187978082', '193990103/6791985388', '583844819/20375956164', '292859887/10187978082', '195863871/6791985388', '294728287/10187978082', '591311071/20375956164', '148287787/5093989041', '198324369/6791985388', '596772779/20375956164', '598546237/20375956164', '150072271/5093989041', '300998545/10187978082', '301832777/10187978082', '605289965/20375956164', '101144221/3395992694', '152096722/5093989041', '609849581/20375956164', '203749601/6791985388']
['246605937/9056760023', '2224384855/81510840207', '2229576929/81510840207', '2235015659/81510840207', '2240685557/81510840207', '2246570339/81510840207', '250294827/9056760023', '2258918311/81510840207', '755116183/27170280069', '2271928055/81510840207', '2278641025/81510840207', '2285471969/81510840207', '764135245/27170280069', '255491931/9056760023', '256280251/9056760023', '2313675947/81510840207', '257874875/9056760023', '2328102209/81510840207', '2335346197/81510840207', '2342592089/81510840207', '2349825131/81510840207', '2357031095/81510840207', '2364195149/81510840207', '790434115/27170280069', '792779123/27170280069', '2385284501/81510840207', '797375863/27170280069', '2398849967/81510840207', '801811469/27170280069', '2411863145/81510840207', '268679763/9056760023', '2424179783/81510840207', '2430029831/81510840207', '2435649035/81510840207', '2441019179/81510840207']
['1111875835/40758927879', '1114235557/40758927879', '1116722405/40758927879', '1119330059/40758927879', '1122050813/40758927879', '374959051/13586309293', '375933571/13586309293', '1130813795/40758927879', '1133908067/40758927879', '379025325/13586309293', '1140309451/40758927879', '1143601225/40758927879', '1146943483/40758927879', '383443077/13586309293', '1153750895/40758927879', '385733897/13586309293', '1160674087/40758927879', '1164161591/40758927879', '389218853/13586309293', '1171152541/40758927879', '1174641905/40758927879', '1178117947/40758927879', '393857669/13586309293', '1185000049/40758927879', '396130385/13586309293', '1191738943/40758927879', '1195035115/40758927879', '399423933/13586309293', '1201440227/40758927879', '401510679/13586309293', '1207537937/40758927879', '1210449131/40758927879', '404418685/13586309293', '1215949873/40758927879', '1218521573/40758927879']
['2227808675/81524390937', '2232329725/81524390937', '2237099225/81524390937', '747368213/27174796979', '2247331829/81524390937', '2252765729/81524390937', '205308253/7411308267', '2264191387/81524390937', '756717315/27174796979', '2276257055/81524390937', '760830515/27174796979', '2288840497/81524390937', '765096405/27174796979', '2301823261/81524390937', '2308428367/81524390937', '2315090509/81524390937', '2321795467/81524390937', '2328529739/81524390937', '2335278947/81524390937', '2342029615/81524390937', '2348767367/81524390937', '785159433/27174796979', '2362147933/81524390937', '789587243/27174796979', '791768249/27174796979', '2381761777/81524390937', '217101559/7411308267', '2394354761/81524390937', '2400458059/81524390937', '2406410041/81524390937', '804064407/27174796979', '2417789861/81524390937', '2423182051/81524390937', '2428352183/81524390937', '811094535/27174796979']
['557966420/20382731529', '186349028/6794243843', '186729470/6794243843', '561387290/20382731529', '187546836/6794243843', '563944288/20382731529', '565295035/20382731529', '566688796/20382731529', '568121939/20382731529', '569590540/20382731529', '571091047/20382731529', '190873212/6794243843', '574172866/20382731529', '575747015/20382731529', '577338736/20382731529', '578944409/20382731529', '193520230/6794243843', '194061358/6794243843', '583811194/20382731529', '195146179/6794243843', '195687577/6794243843', '588680176/20382731529', '590287463/20382731529', '591880840/20382731529', '197818932/6794243843', '198337139/6794243843', '596541017/20382731529', '598041481/20382731529', '599508916/20382731529', '600939002/20382731529', '602327642/20382731529', '201223455/6794243843', '604962998/20382731529', '606201155/20382731529', '607381016/20382731529']
['319384131/11648143735', '447965359/16307401229', '448840185/16307401229', '2248800167/81537006145', '64388905/2329628747', '2258621523/81537006145', '452763051/16307401229', '2269178117/81537006145', '2274695359/81537006145', '325764613/11648143735', '2286134377/81537006145', '2292027249/81537006145', '38949437/1381983155', '2304088951/81537006145', '2310229939/81537006145', '2316426151/81537006145', '2322663739/81537006145', '465785897/16307401229', '2335209537/81537006145', '2341490589/81537006145', '2347758737/81537006145', '336285773/11648143735', '2360201509/81537006145', '473269577/16307401229', '2372425093/81537006145', '2378418337/81537006145', '2384312513/81537006145', '2390092113/81537006145', '479148251/16307401229', '2401243669/81537006145', '2406582809/81537006145', '68906911/2329628747', '69048691/2329628747', '484290687/16307401229', '485194897/16307401229']
['101796007/3706503917', '1121732627/40771543087', '1123824105/40771543087', '1126025587/40771543087', '1128330659/40771543087', '1130732947/40771543087', '1133225185/40771543087', '1135800525/40771543087', '1138451481/40771543087', '1141171211/40771543087', '1143952283/40771543087', '1146787977/40771543087', '1149671051/40771543087', '1152594921/40771543087', '1155552467/40771543087', '1158537333/40771543087', '1161542359/40771543087', '1164561337/40771543087', '1167587149/40771543087', '1170613515/40771543087', '1173633275/40771543087', '1176640059/40771543087', '1179626583/40771543087', '1182586205/40771543087', '1185511501/40771543087', '1188395503/40771543087', '1191230479/40771543087', '1194009151/40771543087', '1196723423/40771543087', '1199365665/40771543087', '1201927525/40771543087', '1204401155/40771543087', '1206778189/40771543087', '1209051125/40771543087', '110110223/3706503917']
['1121554758/40774367503', '1123445153/40774367503', '1125447593/40774367503', '1127557180/40774367503', '1129768108/40774367503', '1132073989/40774367503', '1134468088/40774367503', '1136943501/40774367503', '1139493244/40774367503', '1142110336/40774367503', '1144787831/40774367503', '1147518845/40774367503', '1150296565/40774367503', '1153114239/40774367503', '1155965166/40774367503', '1158842773/40774367503', '1161740338/40774367503', '1164651415/40774367503', '1167569314/40774367503', '1170487520/40774367503', '1173399306/40774367503', '1176298059/40774367503', '1179176932/40774367503', '1182029079/40774367503', '1184847487/40774367503', '1187625024/40774367503', '1190354400/40774367503', '1193028172/40774367503', '1195638737/40774367503', '1198178355/40774367503', '1200639179/40774367503', '1203013332/40774367503', '1205293020/40774367503', '1207470763/40774367503', '1209539702/40774367503']
