['0', '106340988/71808016103', '212694443/71808016103', '319072918/71808016103', '425488929/71808016103', '531955045/71808016103', '638483972/71808016103', '745088437/71808016103', '851781275/71808016103', '958575499/71808016103', '1065484212/71808016103', '1172520676/71808016103', '1279698400/71808016103', '1387031023/71808016103', '1494532516/71808016103', '1602216886/71808016103', '1710098763/71808016103', '1818192727/71808016103', '1926513967/71808016103', '2035077876/71808016103', '2143900289/71808016103', '2252997530/71808016103', '2362386333/71808016103', '2472083961/71808016103', '2582108283/71808016103', '2692477747/71808016103', '2803211460/71808016103', '2914329325/71808016103', '3025851996/71808016103', '3137800999/71808016103', '3250198906/71808016103', '3363069288/71808016103', '3476436900/71808016103', '3590327888/71808016103', '3704769788/71808016103', '3819791799/71808016103', '3935425059/71808016103']
['575083492/32733647195', '2960469629/163668235975', '3045610224/163668235975', '3130830891/163668235975', '643225473/32733647195', '3301497502/163668235975', '3386940517/163668235975', '3472456393/163668235975', '3558045648/163668235975', '3643709166/163668235975', '3729448103/163668235975', '763052753/32733647195', '3901157629/163668235975', '797426259/32733647195', '4073186404/163668235975', '831864943/32733647195', '4245548027/163668235975', '866371631/32733647195', '4418257152/163668235975', '4504746598/163668235975', '4591328928/163668235975', '4678005744/163668235975', '4764779297/163668235975', '970330306/32733647195', '987724909/32733647195', '5025700397/163668235975', '5112881173/163668235975', '35863234/1128746455', '5287565744/163668235975', '5375073603/163668235975', '5462694482/163668235975', '191394146/5643732275', '5638282541/163668235975', '5726252824/163668235975', '5814342097/163668235975', '1180510107/32733647195', '5990876733/163668235975']
['363380953/20474473729', '1495267679/81897894916', '1537058419/81897894916', '13972491/724760132', '1620763507/81897894916', '1662673447/81897894916', '1704619973/81897894916', '436650826/20474473729', '1788622923/81897894916', '457669893/20474473729', '1872773163/81897894916', '957452347/40948947458', '978537131/40948947458', '1999283051/81897894916', '2041531281/81897894916', '2083820209/81897894916', '2126150159/81897894916', '542130603/20474473729', '2210937461/81897894916', '2253396413/81897894916', '2295900011/81897894916', '584612339/20474473729', '2381045061/81897894916', '605922116/20474473729', '1233190013/40948947458', '627280294/20474473729', '1275956177/40948947458', '1297377481/40948947458', '2637649417/81897894916', '670149270/20474473729', '2723598265/81897894916', '2766654245/81897894916', '702441280/20474473729', '1426465933/40948947458', '2896154139/81897894916', '2939432143/81897894916', '2982764007/81897894916']
['5875207319/327831013421', '6039138271/327831013421', '6203271305/327831013421', '6367582317/327831013421', '6532056951/327831013421', '6696686707/327831013421', '6861466659/327831013421', '7026394205/327831013421', '7191468189/327831013421', '7356688725/327831013421', '7522056575/327831013421', '7687573131/327831013421', '7853240205/327831013421', '8019059987/327831013421', '8185034787/327831013421', '8351167377/327831013421', '8517460459/327831013421', '8683916777/327831013421', '8850540127/327831013421', '9017332187/327831013421', '9184297863/327831013421', '9351439063/327831013421', '9518759825/327831013421', '9686263151/327831013421', '9853952473/327831013421', '10021831083/327831013421', '10189902195/327831013421', '10358169081/327831013421', '10526634727/327831013421', '10695302005/327831013421', '10864173557/327831013421', '11033251589/327831013421', '11202537607/327831013421', '11372032393/327831013421', '11541735101/327831013421', '11711642555/327831013421', '11881746893/327831013421']
['1483611620/82015429213', '1523852856/82015429213', '1564148872/82015429213', '1604492027/82015429213', '1644878489/82015429213', '1685304988/82015429213', '1725770331/82015429213', '1766272938/82015429213', '1806812770/82015429213', '1847389043/82015429213', '1888002247/82015429213', '1928652051/82015429213', '1969339235/82015429213', '2010063687/82015429213', '2050826383/82015429213', '2091627362/82015429213', '2132467696/82015429213', '2173347454/82015429213', '2214268029/82015429213', '2255229134/82015429213', '2296232517/82015429213', '2337277958/82015429213', '2378366906/82015429213', '2419499506/82015429213', '2460676994/82015429213', '2501899570/82015429213', '2543168443/82015429213', '2584483758/82015429213', '2625846632/82015429213', '2667257118/82015429213', '2708716190/82015429213', '2750223643/82015429213', '2791780152/82015429213', '2833385023/82015429213', '2875038184/82015429213', '2916737770/82015429213', '2958481637/82015429213']
['2995915472/164139431131', '3074951605/164139431131', '3154105502/164139431131', '3233360877/164139431131', '3312707336/164139431131', '3392138080/164139431131', '3471648646/164139431131', '3551236084/164139431131', '279299891/12626110087', '3710635043/164139431131', '3790444960/164139431131', '3870328234/164139431131', '3950285090/164139431131', '4030315970/164139431131', '4110421540/164139431131', '4190602597/164139431131', '4270860085/164139431131', '4351194785/164139431131', '4431608444/164139431131', '4512101077/164139431131', '4592675108/164139431131', '359486982/12626110087', '4754069835/164139431131', '4834893276/164139431131', '4915802392/164139431131', '4996798316/164139431131', '5077882177/164139431131', '5159054983/164139431131', '403101358/12626110087', '5321670919/164139431131', '5403115310/164139431131', '5484650953/164139431131', '5566277564/164139431131', '5647994112/164139431131', '5729798494/164139431131', '5811686893/164139431131', '5893652369/164139431131']
['503969163/27374074118', '775359253/41061111177', '15584246/805119827', '271420423/13687037059', '277916702/13687037059', '853261288/41061111177', '872793125/41061111177', '892344931/41061111177', '1823831603/82122222354', '621003703/27374074118', '634075783/27374074118', '1941480581/82122222354', '660256721/27374074118', '673365559/27374074118', '686486595/27374074118', '2098860221/82122222354', '2138297843/82122222354', '362962232/13687037059', '739095713/27374074118', '376139906/13687037059', '1148215465/41061111177', '1168031027/41061111177', '395955520/13687037059', '2415444985/82122222354', '818399213/27374074118', '415832007/13687037059', '2534828099/82122222354', '2574706645/82122222354', '2614627459/82122222354', '2654591243/82122222354', '1347298730/41061111177', '2734646465/82122222354', '1387368628/41061111177', '2814869441/82122222354', '951680311/27374074118', '482541627/13687037059', '1467745499/41061111177']
['6101838659/328687169667', '6254314145/328687169667', '2135688757/109562389889', '6560053639/328687169667', '2237749423/109562389889', '6866630815/328687169667', '7020187669/328687169667', '2391303073/109562389889', '2442596207/109562389889', '2493940377/109562389889', '2545334495/109562389889', '7790333563/328687169667', '7944810101/328687169667', '2699810863/109562389889', '8254200901/328687169667', '8409115423/328687169667', '8564177033/328687169667', '8719385885/328687169667', '2958248285/109562389889', '9030252643/328687169667', '9185913293/328687169667', '3113908707/109562389889', '9497693855/328687169667', '9653817251/328687169667', '3270032627/109562389889', '3322178963/109562389889', '10123135211/328687169667', '10279893587/328687169667', '10436812361/328687169667', '10593891299/328687169667', '10751129455/328687169667', '10908524927/328687169667', '11066074331/328687169667', '11223772369/328687169667', '11381610725/328687169667', '11539576465/328687169667', '11697648731/328687169667']
['1538680365/82219925279', '1576120095/82219925279', '1613635165/82219925279', '1651213484/82219925279', '1688847685/82219925279', '1726531575/82219925279', '1764261679/82219925279', '1802034516/82219925279', '1839848479/82219925279', '1877701464/82219925279', '1915592888/82219925279', '1953521403/82219925279', '1991486981/82219925279', '2029488756/82219925279', '2067527033/82219925279', '2105601191/82219925279', '2143711842/82219925279', '2181858298/82219925279', '2220041696/82219925279', '2258261024/82219925279', '2296517681/82219925279', '2334810820/82219925279', '2373141524/82219925279', '2411509293/82219925279', '2449914895/82219925279', '2488357923/82219925279', '2526838970/82219925279', '2565357486/82219925279', '2603913889/82219925279', '2642507328/82219925279', '2681137829/82219925279', '2719804050/82219925279', '2758505308/82219925279', '2797239237/82219925279', '2836003764/82219925279', '2874794323/82219925279', '2913605340/82219925279']
['6206241787/329062019161', '6353336657/329062019161', '6500756401/329062019161', '6648450435/329062019161', '6796383165/329062019161', '6944528893/329062019161', '7092868937/329062019161', '7241389321/329062019161', '7390079609/329062019161', '7538932031/329062019161', '7687940701/329062019161', '7837101187/329062019161', '7986410319/329062019161', '8135865703/329062019161', '8285465683/329062019161', '8435209127/329062019161', '8585095695/329062019161', '8735123935/329062019161', '8885295839/329062019161', '9035608753/329062019161', '9186065503/329062019161', '9336664337/329062019161', '9487406755/329062019161', '9638292221/329062019161', '9789321139/329062019161', '9940493159/329062019161', '10091807833/329062019161', '10243264301/329062019161', '10394861085/329062019161', '10546595893/329062019161', '10698465547/329062019161', '10850465367/329062019161', '11002588801/329062019161', '11154826673/329062019161', '11307165905/329062019161', '11459587489/329062019161', '11612062975/329062019161']
['3128333839/164619872013', '1066856639/54873290671', '3272981243/164619872013', '3345541331/164619872013', '1139409739/54873290671', '1163677199/54873290671', '3563936557/164619872013', '3636937079/164619872013', '3710025865/164619872013', '3783199273/164619872013', '3856452511/164619872013', '3929783879/164619872013', '1334396697/54873290671', '4076670535/164619872013', '4150222891/164619872013', '4223847205/164619872013', '4297541869/164619872013', '1457102289/54873290671', '4445141749/164619872013', '4519045963/164619872013', '4593019475/164619872013', '4667062183/164619872013', '4741173377/164619872013', '4815353581/164619872013', '4889601499/164619872013', '4963917655/164619872013', '1679433455/54873290671', '5112749797/164619872013', '5187263581/164619872013', '5261841169/164619872013', '5336479147/164619872013', '5411175545/164619872013', '5485925083/164619872013', '5560723217/164619872013', '5635560907/164619872013', '5710428247/164619872013', '5785307707/164619872013']
['6305928995/329408550323', '6447821183/329408550323', '6590092499/329408550323', '6732683149/329408550323', '6875549611/329408550323', '7018659671/329408550323', '7161988937/329408550323', '7305518815/329408550323', '7449234847/329408550323', '7593125829/329408550323', '7737182833/329408550323', '7881398953/329408550323', '8025768595/329408550323', '8170287353/329408550323', '8314951717/329408550323', '8459758773/329408550323', '8604706673/329408550323', '8749792419/329408550323', '8895016417/329408550323', '9040374957/329408550323', '9185869085/329408550323', '9331495987/329408550323', '9477255533/329408550323', '9623145917/329408550323', '9769165911/329408550323', '9915313615/329408550323', '10061586871/329408550323', '10207982913/329408550323', '10354498089/329408550323', '10501127889/329408550323', '10647866301/329408550323', '10794705591/329408550323', '10941635525/329408550323', '11088642517/329408550323', '11235708073/329408550323', '264716435/7660663961', '11529901575/329408550323']
['3177149657/164786864529', '463831697/23540980647', '3316698965/164786864529', '3386747467/164786864529', '1152314943/54928954843', '3527272081/164786864529', '171319841/7846993549', '1222755637/54928954843', '3738915683/164786864529', '1269885089/54928954843', '3880481543/164786864529', '1317129747/54928954843', '1340791997/54928954843', '4093437947/164786864529', '1388191317/54928954843', '4235780903/164786864529', '615294085/23540980647', '4378404017/164786864529', '4449817955/164786864529', '4521297209/164786864529', '4592842913/164786864529', '4664452211/164786864529', '676589389/23540980647', '686837297/23540980647', '4879658285/164786864529', '4951514881/164786864529', '717632917/23540980647', '727914545/23540980647', '5167427819/164786864529', '5239504409/164786864529', '5311628909/164786864529', '1794598493/54928954843', '5455999169/164786864529', '1842743585/54928954843', '5600480771/164786864529', '1890911177/54928954843', '5744969609/164786864529']
['6401666507/329731064671', '6538502773/329731064671', '6675777219/329731064671', '6813420949/329731064671', '6951382643/329731064671', '7089623183/329731064671', '7228112407/329731064671', '7366826675/329731064671', '7505747237/329731064671', '7644859081/329731064671', '7784150093/329731064671', '7923610343/329731064671', '8063231731/329731064671', '8203007495/329731064671', '8342932009/329731064671', '8483000291/329731064671', '8623208859/329731064671', '8763552879/329731064671', '8904030911/329731064671', '9044638061/329731064671', '9185373309/329731064671', '9326232567/329731064671', '9467213963/329731064671', '9608314003/329731064671', '9749529761/329731064671', '9890857493/329731064671', '10032293031/329731064671', '10173831371/329731064671', '10315466589/329731064671', '10457191365/329731064671', '10598996701/329731064671', '10740871325/329731064671', '10882800917/329731064671', '11024766975/329731064671', '11166745301/329731064671', '11308703233/329731064671', '11450595421/329731064671']
