['0', '15796439/8471001506', '31595477/8471001506', '4309069/770091046', '63211897/8471001506', '79034519/8471001506', '94870319/8471001506', '110721967/8471001506', '126592175/8471001506', '142483719/8471001506', '158399389/8471001506', '174342015/8471001506', '190314585/8471001506', '206319875/8471001506', '222361171/8471001506', '238441403/8471001506', '254563869/8471001506', '270731817/8471001506', '286948697/8471001506', '303218013/8471001506', '319543421/8471001506', '335928741/8471001506', '352377931/8471001506', '368895137/8471001506', '385484709/8471001506', '36559201/770091046', '418899449/8471001506', '435734543/8471001506', '452661897/8471001506', '469687265/8471001506', '486816863/8471001506', '504057337/8471001506', '521415897/8471001506']
['106345975/4867720909', '108847624/4867720909', '111364214/4867720909', '113892775/4867720909', '116431454/4867720909', '118978573/4867720909', '121533177/4867720909', '124094199/4867720909', '126661132/4867720909', '129233254/4867720909', '131810286/4867720909', '134391701/4867720909', '136977375/4867720909', '139566858/4867720909', '142160164/4867720909', '144756811/4867720909', '147356987/4867720909', '149960136/4867720909', '152566494/4867720909', '155175572/4867720909', '157787492/4867720909', '160401868/4867720909', '163018710/4867720909', '165637631/4867720909', '168258574/4867720909', '170881062/4867720909', '173504928/4867720909', '176129557/4867720909', '178754561/4867720909', '181379030/4867720909', '184002177/4867720909', '186622457/4867720909', '189238101/4867720909']
['429039449/19481529419', '438822711/19481529419', '448669315/19481529419', '458567575/19481529419', '468508885/19481529419', '43498797/1771048129', '488496307/19481529419', '498533613/19481529419', '508595635/19481529419', '518679913/19481529419', '528784439/19481529419', '48991595/1771048129', '549047877/19481529419', '559204157/19481529419', '569375591/19481529419', '579560789/19481529419', '589759641/19481529419', '599970553/19481529419', '610193535/19481529419', '620427285/19481529419', '630671397/19481529419', '640924887/19481529419', '651186969/19481529419', '661456585/19481529419', '671732647/19481529419', '682013757/19481529419', '692298301/19481529419', '702584249/19481529419', '712869055/19481529419', '723149413/19481529419', '733421013/19481529419', '743677915/19481529419', '753911649/19481529419']
['216328619/9746020533', '73703055/3248673511', '75307745/3248673511', '230765095/9746020533', '235629833/9746020533', '80171447/3248673511', '81805197/3248673511', '83443947/3248673511', '255261035/9746020533', '260202163/9746020533', '265153759/9746020533', '90038407/3248673511', '91695139/3248673511', '93354661/3248673511', '95016691/3248673511', '290043277/9746020533', '98347697/3248673511', '300049033/9746020533', '101686877/3248673511', '103359189/3248673511', '315099173/9746020533', '320125243/9746020533', '108384985/3248673511', '110062679/3248673511', '335223487/9746020533', '340260877/9746020533', '115099633/3248673511', '350336765/9746020533', '118457561/3248673511', '120135057/3248673511', '121810491/3248673511', '123482917/3248673511', '125150683/3248673511']
['218105347/9751028073', '74258767/3250342691', '227482927/9751028073', '232218871/9751028073', '78993121/3250342691', '241760741/9751028073', '246560128/9751028073', '83791753/3250342691', '256204295/9751028073', '2122323/79276651', '2161775/79276651', '270761035/9751028073', '91877655/3250342691', '280513312/9751028073', '285401500/9751028073', '96765567/3250342691', '295198633/9751028073', '2439890/79276651', '305019938/9751028073', '103312780/3250342691', '314861267/9751028073', '319788086/9751028073', '324718232/9751028073', '329651012/9751028073', '334585660/9751028073', '339521291/9751028073', '344456840/9751028073', '349391009/9751028073', '354322210/9751028073', '359248427/9751028073', '364167044/9751028073', '123024864/3250342691', '373966223/9751028073']
['109934263/4877994327', '112215133/4877994327', '38171647/1625998109', '38943399/1625998109', '119158591/4877994327', '40499337/1625998109', '123847097/4877994327', '126204451/4877994327', '42856421/1625998109', '43646842/1625998109', '44439246/1625998109', '135700147/4877994327', '138087427/4877994327', '140478950/4877994327', '142874567/4877994327', '48424548/1625998109', '147676160/4877994327', '50027173/1625998109', '50829895/1625998109', '51633372/1625998109', '157312739/4877994327', '159727015/4877994327', '54047598/1625998109', '164559511/4877994327', '166976906/4877994327', '169394297/4877994327', '57270425/1625998109', '174226931/4877994327', '176640574/4877994327', '179050922/4877994327', '181456736/4877994327', '183855964/4877994327', '62082079/1625998109']
['18466782/813393571', '226055857/9760722852', '115274947/4880361426', '78358903/3253574284', '39938517/1626787142', '20350751/813393571', '248807209/9760722852', '42237179/1626787142', '258054485/9760722852', '262699669/9760722852', '22279761/813393571', '68006402/2440180713', '138352009/4880361426', '93797113/3253574284', '95362277/3253574284', '290789527/9760722852', '295498901/9760722852', '75053521/2440180713', '304934533/9760722852', '77414866/2440180713', '314388277/9760722852', '319120181/9760722852', '80963605/2440180713', '328590125/9760722852', '55554389/1626787142', '338061907/9760722852', '114265181/3253574284', '347525665/9760722852', '352250351/9760722852', '89241805/2440180713', '361673233/9760722852', '366364405/9760722852', '123678453/3253574284']
['223324751/9765424899', '25296911/1085047211', '77353645/3255141633', '236484371/9765424899', '240936725/9765424899', '245414107/9765424899', '249912767/9765424899', '254430269/9765424899', '258963985/9765424899', '263512379/9765424899', '268073467/9765424899', '272646217/9765424899', '30803235/1085047211', '93940459/3255141633', '286421809/9765424899', '97009915/3255141633', '295644169/9765424899', '300264539/9765424899', '304889827/9765424899', '309519553/9765424899', '104717551/3255141633', '106262875/3255141633', '107808751/3255141633', '328064921/9765424899', '332703217/9765424899', '337340231/9765424899', '341974169/9765424899', '38511521/1085047211', '351226327/9765424899', '355839883/9765424899', '120146917/3255141633', '365025067/9765424899', '369586807/9765424899']
['56254729/2442479366', '114630507/4884958732', '233546349/9769917464', '29733477/1221239683', '121109917/4884958732', '246597975/9769917464', '250998677/9769917464', '31927378/1221239683', '129928291/4884958732', '264309341/9769917464', '134387779/4884958732', '136626869/4884958732', '138871303/4884958732', '141120477/4884958732', '71686955/2442479366', '36407767/1221239683', '265992/8785897', '300309819/9769917464', '152420719/4884958732', '77344281/2442479366', '313916029/9769917464', '318457231/9769917464', '80749945/2442479366', '81885651/2442479366', '332084529/9769917464', '84156049/2442479366', '170580013/4884958732', '345690185/9769917464', '350212421/9769917464', '177361995/4884958732', '359221449/9769917464', '363700363/9769917464', '92038709/2442479366']
['32386657/1396341217', '230843493/9774388519', '235025603/9774388519', '239245299/9774388519', '243497211/9774388519', '247776369/9774388519', '252079407/9774388519', '256402917/9774388519', '260744669/9774388519', '265102169/9774388519', '269473921/9774388519', '39122565/1396341217', '278253243/9774388519', '282658141/9774388519', '287071927/9774388519', '291493115/9774388519', '295921133/9774388519', '300354701/9774388519', '304793169/9774388519', '309235329/9774388519', '313680553/9774388519', '318127491/9774388519', '322575461/9774388519', '327022923/9774388519', '331468947/9774388519', '335911713/9774388519', '340349865/9774388519', '344781061/9774388519', '349203271/9774388519', '353613191/9774388519', '358007551/9774388519', '362381337/9774388519', '19301515/514441501']
['456729413/19557324751', '464797127/19557324751', '472958221/19557324751', '481197865/19557324751', '489504323/19557324751', '497868105/19557324751', '506281457/19557324751', '514737991/19557324751', '523232323/19557324751', '531759883/19557324751', '540316775/19557324751', '548899557/19557324751', '557505259/19557324751', '566131101/19557324751', '574774775/19557324751', '583433847/19557324751', '592106223/19557324751', '600790015/19557324751', '609482921/19557324751', '618183133/19557324751', '626888515/19557324751', '635596875/19557324751', '644305963/19557324751', '653013221/19557324751', '661715855/19557324751', '670410711/19557324751', '679094149/19557324751', '687761893/19557324751', '696408879/19557324751', '705028911/19557324751', '713614335/19557324751', '722155467/19557324751', '730639663/19557324751']
['115009253/4891461102', '38991569/1630487034', '6609125/271747839', '120974285/4891461102', '61500814/2445730551', '41681341/1630487034', '127099271/4891461102', '21527648/815243517', '65621146/2445730551', '66663724/2445730551', '67710076/2445730551', '68759836/2445730551', '69812515/2445730551', '70867831/2445730551', '15983419/543495678', '145969885/4891461102', '74046119/2445730551', '13656139/444678282', '76172462/2445730551', '51491377/1630487034', '156604387/4891461102', '9337369/287733006', '160866001/4891461102', '9055337/271747839', '165124529/4891461102', '167250727/4891461102', '6273093/181165226', '57163973/1630487034', '173604427/4891461102', '175709593/4891461102', '5388037/148226094', '179888981/4891461102', '3369582/90582613']
['115821073/4893497248', '235472077/9786994496', '7479745/305843578', '121636911/4893497248', '3862998/152921789', '251221005/9786994496', '127618533/4893497248', '129638299/4893497248', '263336665/9786994496', '33426845/1223374312', '33938587/1223374312', '275616565/9786994496', '279736671/9786994496', '70966861/2446748624', '288007531/9786994496', '18259725/611687156', '148155159/4893497248', '75117679/2446748624', '19039709/611687156', '308803221/9786994496', '39121631/1223374312', '317143589/9786994496', '321313495/9786994496', '162740659/4893497248', '5150710/152921789', '166902031/4893497248', '21122195/611687156', '342096219/9786994496', '5409758/152921789', '175168305/4893497248', '354428333/9786994496', '89623617/2446748624', '362528325/9786994496']
['233263003/9791057875', '47398401/1958211575', '48154501/1958211575', '244596469/9791057875', '248457967/9791057875', '252351541/9791057875', '256273281/9791057875', '260219239/9791057875', '264186713/9791057875', '268172751/9791057875', '272175391/9791057875', '276192277/9791057875', '280221977/9791057875', '284262471/9791057875', '288312649/9791057875', '292370789/9791057875', '59287151/1958211575', '300506209/9791057875', '304580917/9791057875', '308658497/9791057875', '312737879/9791057875', '316817423/9791057875', '320896009/9791057875', '64994349/1958211575', '13161731/391642315', '333108321/9791057875', '337165053/9791057875', '341210601/9791057875', '345242327/9791057875', '13970253/391642315', '353248633/9791057875', '71442697/1958211575', '361144393/9791057875']
['469704229/19589881607', '476965347/19589881607', '484331747/19589881607', '491787935/19589881607', '499321217/19589881607', '506921131/19589881607', '514578959/19589881607', '522287305/19589881607', '530039849/19589881607', '537831157/19589881607', '545656461/19589881607', '553511507/19589881607', '561392579/19589881607', '569296165/19589881607', '577219149/19589881607', '585158657/19589881607', '593111513/19589881607', '601075627/19589881607', '609047607/19589881607', '617025287/19589881607', '625005623/19589881607', '632985857/19589881607', '640962907/19589881607', '648933467/19589881607', '656893939/19589881607', '664840271/19589881607', '672767861/19589881607', '680671425/19589881607', '688544757/19589881607', '696380453/19589881607', '704169591/19589881607', '711901083/19589881607', '719560945/19589881607']
['236439483/9798818233', '239971625/9798818233', '243557557/9798818233', '247189819/9798818233', '250861651/9798818233', '254568049/9798818233', '258304203/9798818233', '262066669/9798818233', '265851827/9798818233', '269657197/9798818233', '273479971/9798818233', '277318253/9798818233', '281169753/9798818233', '285032983/9798818233', '288905935/9798818233', '292787453/9798818233', '296675497/9798818233', '300569315/9798818233', '304466745/9798818233', '308367005/9798818233', '312268115/9798818233', '316168959/9798818233', '320067573/9798818233', '323962539/9798818233', '327851615/9798818233', '331733027/9798818233', '335603999/9798818233', '339462119/9798818233', '343303817/9798818233', '347125597/9798818233', '350922495/9798818233', '354689193/9798818233', '358418195/9798818233']
['475987477/19605042467', '482859481/19605042467', '489841713/19605042467', '496918493/19605042467', '504076857/19605042467', '511305987/19605042467', '518596733/19605042467', '525941349/19605042467', '533333117/19605042467', '540766187/19605042467', '548235439/19605042467', '555736273/19605042467', '563264563/19605042467', '570816521/19605042467', '578388633/19605042467', '585977787/19605042467', '593580351/19605042467', '601194067/19605042467', '608815073/19605042467', '616441001/19605042467', '624068401/19605042467', '631694191/19605042467', '639314941/19605042467', '646926995/19605042467', '654526325/19605042467', '662108503/19605042467', '669668487/19605042467', '677200517/19605042467', '684697917/19605042467', '692152777/19605042467', '699555595/19605042467', '706894799/19605042467', '714155917/19605042467']
['239546937/9806220943', '242886811/9806220943', '246283129/9806220943', '249727667/9806220943', '253214225/9806220943', '256736987/9806220943', '260291617/9806220943', '263873811/9806220943', '267480475/9806220943', '271108233/9806220943', '274754779/9806220943', '278417403/9806220943', '282094275/9806220943', '285783089/9806220943', '289482341/9806220943', '293190071/9806220943', '296904691/9806220943', '300624689/9806220943', '304348367/9806220943', '308074137/9806220943', '311800527/9806220943', '315525569/9806220943', '319247801/9806220943', '322964977/9806220943', '326675313/9806220943', '330376155/9806220943', '334065239/9806220943', '337739209/9806220943', '341394965/9806220943', '345028089/9806220943', '348634049/9806220943', '352206587/9806220943', '355738729/9806220943']
