['0', '98229185/73746850529', '392936473/147493701058', '589454003/147493701058', '786030763/147493701058', '491343311/73746850529', '1179441487/147493701058', '125119585/13408518278', '143029881/13408518278', '1770501583/147493701058', '1967854693/147493701058', '1082704410/73746850529', '2363184949/147493701058', '1280602200/73746850529', '2759488819/147493701058', '134457274/6704259139', '3156940495/147493701058', '1678076409/73746850529', '1777860094/73746850529', '3755666223/147493701058', '3956015105/147493701058', '4156791503/147493701058', '4358020761/147493701058', '4559728885/147493701058', '2380971269/73746850529', '4964689217/147493701058', '2583998633/73746850529', '5371895863/147493701058', '506946841/13408518278', '5781586741/147493701058', '2993721374/73746850529', '3097008509/73746850529', '290970213/6704259139', '3304731172/73746850529', '6818408309/147493701058', '3514111368/73746850529', '7238947741/147493701058', '7450627755/147493701058', '696664521/13408518278']
['16611439177/687564141957', '16655312356/687564141957', '506082854/20835277029', '5582537704/229188047319', '1866206204/76396015773', '16845369088/687564141957', '1536005531/62505831087', '1540712812/62505831087', '5666873836/229188047319', '17054316992/687564141957', '211220299/8488446197', '17164122257/687564141957', '212593485/8488446197', '17276617345/687564141957', '2476240321/98223448851', '17391193153/687564141957', '5816359172/229188047319', '1591569439/62505831087', '228125726/8929404441', '17624258815/687564141957', '17682926710/687564141957', '17741614901/687564141957', '5933417417/229188047319', '283472506/10913716539', '2559584215/98223448851', '17975143910/687564141957', '18032856406/687564141957', '18090150508/687564141957', '2016327527/76396015773', '1654833389/62505831087', '6086241890/229188047319', '6104512163/229188047319', '6122503397/229188047319', '18420553747/687564141957', '18472570628/687564141957', '2646208678/98223448851', '18573120740/687564141957', '2660206378/98223448851', '888967877/32741149617']
['16643083679/687621190165', '16685490707/687621190165', '2389917427/98231598595', '16774790181/687621190165', '16821503403/687621190165', '16869471869/687621190165', '16918604407/687621190165', '16968813747/687621190165', '17020012333/687621190165', '17072117159/687621190165', '17125044949/687621190165', '17178716999/687621190165', '17233054183/687621190165', '3457596305/137524238033', '17343423301/687621190165', '2485615367/98231598595', '17455561077/687621190165', '17512114093/687621190165', '17568894703/687621190165', '17625834647/687621190165', '1360220177/52893937705', '17739909657/687621190165', '2542414969/98231598595', '274673515/10578787541', '17910457729/687621190165', '2566695863/98231598595', '3604588609/137524238033', '18078599131/687621190165', '18133760249/687621190165', '18188347563/687621190165', '1403252101/52893937705', '18295465267/687621190165', '2621117403/98231598595', '18399256531/687621190165', '18449673213/687621190165', '18498974789/687621190165', '2649579843/98231598595', '18593823253/687621190165', '18639162583/687621190165']
['4763816597/196478601887', '33428742525/1375350213209', '33513769631/1375350213209', '33601626451/1375350213209', '4813162399/196478601887', '33785123349/1375350213209', '33880410113/1375350213209', '33977823809/1375350213209', '34077194693/1375350213209', '34178357121/1375350213209', '34281149335/1375350213209', '34385413625/1375350213209', '34490995977/1375350213209', '34597745789/1375350213209', '34705515457/1375350213209', '4973451439/196478601887', '34923536807/1375350213209', '35033504943/1375350213209', '35143924125/1375350213209', '35254656475/1375350213209', '35365562213/1375350213209', '35476503795/1375350213209', '35587340891/1375350213209', '35697933645/1375350213209', '35808139511/1375350213209', '5131116327/196478601887', '1242303821/47425869421', '36134978811/1375350213209', '5177452015/196478601887', '36348208271/1375350213209', '36452948015/1375350213209', '5222316385/196478601887', '36657833839/1375350213209', '5251089289/196478601887', '5265057353/196478601887', '36950970439/1375350213209', '37044133849/1375350213209', '37134689955/1375350213209', '37222436313/1375350213209']
['4175908125/171932255761', '8371625909/343864511522', '8392173821/343864511522', '8413418135/343864511522', '8435316695/343864511522', '604130410/24561750823', '8480902853/343864511522', '8504505031/343864511522', '4264295590/171932255761', '1221874283/49123501646', '8578052193/343864511522', '1229049759/49123501646', '8628970897/343864511522', '4327441066/171932255761', '4340523039/171932255761', '621959018/24561750823', '8733987865/343864511522', '8760695425/343864511522', '8787514711/343864511522', '4407205457/171932255761', '4420674978/171932255761', '8868297069/343864511522', '4447609027/171932255761', '8922077585/343864511522', '8948840891/343864511522', '641105116/24561750823', '4500966941/171932255761', '4514094920/171932255761', '4527100964/171932255761', '4539965177/171932255761', '1300762193/49123501646', '4565187357/171932255761', '9155006009/343864511522', '4589592123/171932255761', '9202864129/343864511522', '9225997825/343864511522', '4624268737/171932255761', '9270433351/343864511522', '1327376695/49123501646']
['5577521285/229259977972', '1397571728/57314994493', '5603536227/229259977972', '4212931981/171944983479', '5631378551/229259977972', '16937747777/687779933916', '8491240165/343889966958', '5676083409/229259977972', '4268743937/171944983479', '17122576751/687779933916', '2861829141/114629988986', '5740031101/229259977972', '4317464258/171944983479', '17320192451/687779933916', '5790342449/229259977972', '4355572655/171944983479', '17473912205/687779933916', '8762911471/343889966958', '17577953795/687779933916', '17630236853/687779933916', '17682603443/687779933916', '17734985639/687779933916', '17787314491/687779933916', '17839521077/687779933916', '4472883815/171944983479', '17943286135/687779933916', '8997350713/343889966958', '18045707339/687779933916', '90030987/3421790716', '18146187041/687779933916', '6065167859/229259977972', '4561023964/171944983479', '6097293053/229259977972', '3056461009/114629988986', '3064111081/114629988986', '9214743917/343889966958', '6157711815/229259977972', '18515513509/687779933916', '3092754447/114629988986']
['8380747605/343915422394', '8399234827/343915422394', '4209217430/171957711197', '8438309789/343915422394', '4229409479/171957711197', '8479922037/343915422394', '8501577477/343915422394', '4261872598/171957711197', '4273192284/171957711197', '4284728385/171957711197', '8592922653/343915422394', '4308372495/171957711197', '8640886135/343915422394', '8665310319/343915422394', '8689981269/343915422394', '4357432184/171957711197', '4369962170/171957711197', '8765127517/343915422394', '4395219542/171957711197', '8815825939/343915422394', '8841253487/343915422394', '4433344285/171957711197', '8892096437/343915422394', '4458721746/171957711197', '8942694369/343915422394', '8967814511/343915422394', '4496383772/171957711197', '9017517499/343915422394', '9042026459/343915422394', '9066256687/343915422394', '4545084113/171957711197', '4556860571/171957711197', '4568436575/171957711197', '4579790904/171957711197', '9181802357/343915422394', '9203490009/343915422394', '9224597971/343915422394', '4622540079/171957711197', '9264889817/343915422394']
['16789112612/687878873217', '16824832988/687878873217', '16861954199/687878873217', '5633467402/229292957739', '5646699760/229292957739', '16980965956/687878873217', '5674307428/229292957739', '17065888766/687878873217', '17109786844/687878873217', '17154539218/687878873217', '1911118882/76430985913', '17246304559/687878873217', '17293169974/687878873217', '1926732712/76430985913', '17388507287/687878873217', '17436839060/687878873217', '5828506997/229292957739', '17534485285/687878873217', '17583664142/687878873217', '17632990759/687878873217', '17682397760/687878873217', '5910606082/229292957739', '5927061494/229292957739', '5943476240/229292957739', '17879482048/687878873217', '1992030540/76430985913', '17976736252/687878873217', '2002754885/76430985913', '18072374111/687878873217', '2013266780/76430985913', '18165796966/687878873217', '18211482100/687878873217', '18256374265/687878873217', '6100129663/229292957739', '6114479836/229292957739', '2042826343/76430985913', '18426291455/687878873217', '18465911873/687878873217', '18504208754/687878873217']
['8408365007/343963450823', '8425598161/343963450823', '8443519339/343963450823', '8462092417/343963450823', '8481280322/343963450823', '8501043919/343963450823', '144429573/5829888997', '8542143570/343963450823', '8563402276/343963450823', '145509872/5829888997', '8607147285/343963450823', '8629559569/343963450823', '8652283839/343963450823', '8675284089/343963450823', '8698526018/343963450823', '8721974692/343963450823', '8745596651/343963450823', '8769357768/343963450823', '8793225058/343963450823', '8817164820/343963450823', '8841144273/343963450823', '8865129676/343963450823', '8889088045/343963450823', '8912985228/343963450823', '8936787679/343963450823', '8960460349/343963450823', '8983968708/343963450823', '9007276466/343963450823', '9030347652/343963450823', '9053144333/343963450823', '9075628740/343963450823', '9097760958/343963450823', '9119501115/343963450823', '9140807181/343963450823', '482191429/18103339517', '9181947078/343963450823', '9201693484/343963450823', '9220831715/343963450823', '9239318937/343963450823']
['5614354564/229324056573', '16876343243/687972169719', '1878996974/76441352191', '16946883766/687972169719', '16984003576/687972169719', '17022257209/687972169719', '17061568811/687972169719', '5700620815/229324056573', '17143062752/687972169719', '17185095299/687972169719', '17227886717/687972169719', '17271364801/687972169719', '17315458585/687972169719', '17360098145/687972169719', '17405214637/687972169719', '1938971124/76441352191', '17496607331/687972169719', '17542749836/687972169719', '17589101258/687972169719', '17635595936/687972169719', '17682167897/687972169719', '17728751335/687972169719', '17775279902/687972169719', '17821687009/687972169719', '17867905147/687972169719', '17913866066/687972169719', '17959500344/687972169719', '18004737319/687972169719', '18049504859/687972169719', '6031243051/229324056573', '6045778216/229324056573', '18180243817/687972169719', '6074125720/229324056573', '18263653204/687972169719', '18303988601/687972169719', '18343298443/687972169719', '18381496924/687972169719', '18418498297/687972169719', '18454218673/687972169719']
['8434698685/344008718896', '4225372541/172004359448', '8467453427/344008718896', '8484791349/344008718896', '4251361627/172004359448', '4260606645/172004359448', '2135056001/86002179724', '8559718875/344008718896', '2144915119/86002179724', '8600012851/344008718896', '1077592429/43001089862', '540112827/21500544931', '4331587373/172004359448', '1085601757/43001089862', '8706688619/344008718896', '545547839/21500544931', '1093876335/43001089862', '2193348017/86002179724', '1099484525/43001089862', '2204607779/86002179724', '1105127953/43001089862', '8863621659/344008718896', '8886191857/344008718896', '8908701781/344008718896', '2232779367/86002179724', '8953405717/344008718896', '2243882909/86002179724', '8997460853/344008718896', '9019157207/344008718896', '2260146205/86002179724', '2265426477/86002179724', '9082482859/344008718896', '9102876045/344008718896', '9122846023/344008718896', '4571175725/172004359448', '9161351365/344008718896', '573737715/21500544931', '4598833291/172004359448', '1151862467/43001089862']
['16894479281/688060064241', '16925449480/688060064241', '16957718375/688060064241', '16991222840/688060064241', '1891766126/76451118249', '17061664777/688060064241', '17098459852/688060064241', '17136208087/688060064241', '5724945769/229353354747', '5738091991/229353354747', '17254453321/688060064241', '17295299537/688060064241', '17336745722/688060064241', '17378723975/688060064241', '17421167221/688060064241', '17464009186/688060064241', '17507184166/688060064241', '5850209074/229353354747', '17594273375/688060064241', '17638058281/688060064241', '5893972471/229353354747', '17725786148/688060064241', '17769599585/688060064241', '1979254718/76451118249', '5952266213/229353354747', '17900051399/688060064241', '17942982856/688060064241', '5995174676/229353354747', '667689059/25483706083', '18069152768/688060064241', '6036698374/229353354747', '18150356621/688060064241', '18189860446/688060064241', '18228528179/688060064241', '1660570900/62550914931', '18303034624/688060064241', '18338710879/688060064241', '18373227958/688060064241', '2045167501/76451118249']
['8459780596/344051345345', '8474704398/344051345345', '8490264948/344051345345', '8506431491/344051345345', '1704634376/68810269069', '8540451487/344051345345', '8558235848/344051345345', '8576489212/344051345345', '8595176831/344051345345', '8614263122/344051345345', '8633713889/344051345345', '1730698861/68810269069', '8673570976/344051345345', '8693909919/344051345345', '48684238/1922074555', '8735243762/344051345345', '8756173486/344051345345', '8777235154/344051345345', '1759679435/68810269069', '1763925433/68810269069', '8840893789/344051345345', '8862164489/344051345345', '8883407728/344051345345', '8904590681/344051345345', '8925681171/344051345345', '8946645682/344051345345', '57854524/2219686099', '1797612635/68810269069', '9008447386/344051345345', '9028567948/344051345345', '9048389214/344051345345', '9067873762/344051345345', '9086984401/344051345345', '9105682156/344051345345', '1824785690/68810269069', '9141683259/344051345345', '9158907439/344051345345', '9175561376/344051345345', '9191607773/344051345345']
